manufacturer,code,name,substrate,coating_family,thickness_mm,actual_thickness_mm,temper_mode,exposure_rule,allowed_surfaces,edge_deletion,deposition,legacy_code,notes,review,igdb_coating,igdb_substrate,igdb_tvis,igdb_tsol,igdb_emis2,igdb_version,igdb_id
Cardinal Glass Industries,,Clear-4 / .090 SGP / Clear-4,clear,uncoated,10,10.400,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-4 / .090 SGP / Clear-4,0.881,0.709,0.840,IGDB v20.0,2065
Cardinal Glass Industries,,Clear-4 / 0.060 PVB / i89-4 (4),clear,uncoated,10,9.320,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-4 / 0.060 PVB / i89-4 (4),0.859,0.617,0.149,IGDB v93.0,18294
Cardinal Glass Industries,,Clear-4 / 0.060 SGP / i89-4 (4),clear,uncoated,10,9.320,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-4 / 0.060 SGP / i89-4 (4),0.858,0.623,0.149,IGDB v93.0,18295
Cardinal Glass Industries,,Clear-4 / 0.090 PVB / i89-4 (4),clear,uncoated,10,10.090,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-4 / 0.090 PVB / i89-4 (4),0.859,0.621,0.149,IGDB v93.0,18296
Cardinal Glass Industries,,Clear-4 / 0.090 SGP / i89-4 (4),clear,uncoated,10,10.090,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-4 / 0.090 SGP / i89-4 (4),0.861,0.620,0.149,IGDB v93.0,18297
Cardinal Glass Industries,,Clear-5 / .030 PVB / Bronze-5,tinted,uncoated,10,10.160,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-5 / .030 PVB / Bronze-5,0.557,0.452,0.840,IGDB v64.0,2059
Cardinal Glass Industries,,Clear-5 / .030 PVB / Clear-5,clear,uncoated,10,10.160,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-5 / .030 PVB / Clear-5,0.865,0.683,0.840,IGDB v68.0,2084
Cardinal Glass Industries,,Clear-5 / 0.030 PVB / i89-5 (4),clear,uncoated,10,10.160,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-5 / 0.030 PVB / i89-5 (4),0.861,0.623,0.149,IGDB v93.0,18298
Cardinal Glass Industries,,Clear-5 / 0.030 SGP / i89-5 (4),clear,uncoated,10,10.160,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-5 / 0.030 SGP / i89-5 (4),0.860,0.617,0.149,IGDB v93.0,18299
Cardinal Glass Industries,,Clear-5 / 0.060 PVB / i89-5 (4),clear,uncoated,10,10.920,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-5 / 0.060 PVB / i89-5 (4),0.852,0.603,0.149,IGDB v93.0,18300
Cardinal Glass Industries,,Clear-5 / 0.060 SGP / i89-5 (4),clear,uncoated,10,10.920,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-5 / 0.060 SGP / i89-5 (4),0.846,0.595,0.149,IGDB v93.0,18301
Cardinal Glass Industries,,CLiC - 9.9mm,,uncoated,10,9.900,,,,,,,,подложку определить не удалось — проверь,,CLiC,0.826,0.668,0.840,IGDB v92.0,2091
Cardinal Glass Industries,,Clr-4 / .060 PVB /.007 PET/ .030 Brnz PVB / Clr-4,,uncoated,10,10.300,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clr-4 / .060 PVB /.007 PET/ .030 Brnz PVB / Clr-4,0.530,0.469,0.840,IGDB v20.0,2081
Cardinal Glass Industries,,Clr-4 / .060 PVB /.007 PET/ .030 Gray PVB / Clr-4,tinted,uncoated,10,10.300,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clr-4 / .060 PVB /.007 PET/ .030 Gray PVB / Clr-4,0.424,0.428,0.840,IGDB v20.0,2076
Cardinal Glass Industries,,E240-5 (2) / 0.030 PVB / Clear-5,clear,uncoated,10,10.000,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E240-5 (2) / 0.030 PVB / Clear-5,0.366,0.180,0.840,IGDB v97.0,18311
Cardinal Glass Industries,,E240-5 (2) / 0.060 PVB / Clear-5,clear,uncoated,10,10.800,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E240-5 (2) / 0.060 PVB / Clear-5,0.365,0.165,0.840,IGDB v97.0,18312
Cardinal Glass Industries,,E240-5 (2) / 0.060 SG / Clear-5,clear,uncoated,10,10.800,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E240-5 (2) / 0.060 SG / Clear-5,0.365,0.178,0.840,IGDB v97.0,18313
Cardinal Glass Industries,,E270-4 (2) / .090 PVB / Clear-4,clear,uncoated,10,10.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E270-4 (2) / .090 PVB / Clear-4,0.721,0.322,0.840,IGDB v58.0,18200
Cardinal Glass Industries,,E340-4 (2) / .090 PVB / Clear-4,clear,uncoated,10,10.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-4 (2) / .090 PVB / Clear-4,0.398,0.144,0.840,IGDB v58.0,18197
Cardinal Glass Industries,,E340-4 (2) / .090 SGP / Clear-4,clear,uncoated,10,10.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-4 (2) / .090 SGP / Clear-4,0.398,0.146,0.840,IGDB v74.0,18105
Cardinal Glass Industries,,E340-5 (2) / 0.035 SGP / Clear-5,clear,uncoated,10,10.300,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-5 (2) / 0.035 SGP / Clear-5,0.372,0.138,0.845,IGDB v37.0,18072
Cardinal Glass Industries,,E340-5 (2) / 0.035 SGP / i89-5 (4),,uncoated,10,10.300,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-5 (2) / 0.035 SGP / i89-5 (4),0.371,0.137,0.149,IGDB v37.0,18084
Cardinal Glass Industries,,E340-5 (2) / 0.060 PVB / Clear-5,clear,uncoated,10,10.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-5 (2) / 0.060 PVB / Clear-5,0.372,0.139,0.845,IGDB v37.0,18078
Cardinal Glass Industries,,E340-5 (2) / 0.060 PVB / i89-5 (4),,uncoated,10,10.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-5 (2) / 0.060 PVB / i89-5 (4),0.371,0.138,0.149,IGDB v37.0,18090
Cardinal Glass Industries,,E340+-4 (2) / .090 PVB / Clear-4,clear,uncoated,10,10.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-4 (2) / .090 PVB / Clear-4,0.344,0.126,0.840,IGDB v108.0,18339
Cardinal Glass Industries,,E340+-4 (2) / .090 SG / Clear-4,clear,uncoated,10,10.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-4 (2) / .090 SG / Clear-4,0.341,0.127,0.840,IGDB v108.0,18340
Cardinal Glass Industries,,E340+-5 (2) / .035 SG / Clear-5,clear,uncoated,10,10.300,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-5 (2) / .035 SG / Clear-5,0.353,0.126,0.840,IGDB v108.0,18341
Cardinal Glass Industries,,E340+-5 (2) / .035 SG / i89-5 (4),,uncoated,10,10.300,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-5 (2) / .035 SG / i89-5 (4),0.341,0.122,0.149,IGDB v108.0,18342
Cardinal Glass Industries,,E340+-5 (2) / .060 PVB / Clear-5,clear,uncoated,10,10.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-5 (2) / .060 PVB / Clear-5,0.347,0.123,0.840,IGDB v108.0,18343
Cardinal Glass Industries,,E340+-5 (2) / .060 PVB / i89-5 (4),,uncoated,10,10.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-5 (2) / .060 PVB / i89-5 (4),0.350,0.122,0.149,IGDB v108.0,18344
Cardinal Glass Industries,,E366-4 (2) / .090 PVB / Clear-4,clear,uncoated,10,10.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-4 (2) / .090 PVB / Clear-4,0.606,0.235,0.840,IGDB v58.0,18139
Cardinal Glass Industries,,E366-4 (2) / 0.090 Grey PVB / Clear-4,tinted,uncoated,10,10.090,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-4 (2) / 0.090 Grey PVB / Clear-4,0.306,0.123,0.840,IGDB v53.0,2110
Cardinal Glass Industries,,E366-4 / 0.090 SGP / Clear-4 (Embedded),clear,uncoated,10,10.100,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-4 / 0.090 SGP / Clear-4 (Embedded),0.610,0.236,0.840,IGDB v20.0,2169
Cardinal Glass Industries,,E366-5 (2) / 0.035 SGP / Clear-5,clear,uncoated,10,10.300,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-5 (2) / 0.035 SGP / Clear-5,0.602,0.232,0.845,IGDB v37.0,18001
Cardinal Glass Industries,,E366-5 (2) / 0.060 PVB / Clear-5,clear,uncoated,10,10.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-5 (2) / 0.060 PVB / Clear-5,0.611,0.236,0.845,IGDB v37.0,18005
Cardinal Glass Industries,,E366-5 (2) / 0.060 PVB / i89-5 (4),,uncoated,10,10.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-5 (2) / 0.060 PVB / i89-5 (4),0.601,0.229,0.149,IGDB v37.0,18011
Cardinal Glass Industries,,E366-5 (2) / 0.060 SGP / i89-5 (4),,uncoated,10,10.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-5 (2) / 0.060 SGP / i89-5 (4),0.596,0.229,0.149,IGDB v80.0,18017
Cardinal Glass Industries,,E452-4 (2) / .090PVB / Bronze-4,tinted,uncoated,10,10.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E452-4 (2) / .090PVB / Bronze-4,0.376,0.134,0.840,IGDB v77.0,18067
Cardinal Glass Industries,,E452-4 (2) / .090PVB / Clear-4,clear,uncoated,10,10.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E452-4 (2) / .090PVB / Clear-4,0.543,0.192,0.840,IGDB v77.0,18065
Cardinal Glass Industries,,E452-4 (2) / .090PVB / Grey-4,tinted,uncoated,10,10.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E452-4 (2) / .090PVB / Grey-4,0.325,0.117,0.840,IGDB v77.0,18069
Cardinal Glass Industries,,E452-4 (2) / .090SGP / Bronze-4,tinted,uncoated,10,10.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E452-4 (2) / .090SGP / Bronze-4,0.377,0.135,0.840,IGDB v77.0,18068
Cardinal Glass Industries,,E452-4 (2) / .090SGP / Clear-4,clear,uncoated,10,10.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E452-4 (2) / .090SGP / Clear-4,0.543,0.192,0.840,IGDB v77.0,18066
Cardinal Glass Industries,,E452-4 (2) / .090SGP / Grey-4,tinted,uncoated,10,10.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E452-4 (2) / .090SGP / Grey-4,0.327,0.119,0.840,IGDB v77.0,18106
Cardinal Glass Industries,,E452-5 (2) / .035SGP / Clear-5,clear,uncoated,10,10.300,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E452-5 (2) / .035SGP / Clear-5,0.544,0.191,0.840,IGDB v73.0,18219
Cardinal Glass Industries,,E452-5 (2) / .035SGP / Grey-5,tinted,uncoated,10,10.300,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E452-5 (2) / .035SGP / Grey-5,0.294,0.104,0.840,IGDB v73.0,18243
Cardinal Glass Industries,,E452-5 (2) / .035SGP / i89-5 (4),,uncoated,10,10.300,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E452-5 (2) / .035SGP / i89-5 (4),0.529,0.185,0.149,IGDB v73.0,18231
Cardinal Glass Industries,,E452-5 (2) / .060PVB / Clear-5,clear,uncoated,10,10.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E452-5 (2) / .060PVB / Clear-5,0.541,0.190,0.840,IGDB v73.0,18220
Cardinal Glass Industries,,E452-5 (2) / .060PVB / Grey-5,tinted,uncoated,10,10.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E452-5 (2) / .060PVB / Grey-5,0.293,0.104,0.840,IGDB v73.0,18244
Cardinal Glass Industries,,E452-5 (2) / .060PVB / i89-5 (4),,uncoated,10,10.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E452-5 (2) / .060PVB / i89-5 (4),0.525,0.184,0.149,IGDB v73.0,18232
Cardinal Glass Industries,,Float Glass - 10mm,clear,uncoated,10,9.500,,,,,,,,,,Float Glass,0.859,0.733,0.840,IGDB v85.0,892
Cardinal Glass Industries,,Gray-4 / .090 SGP / Clear-4,tinted,uncoated,10,10.140,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Gray-4 / .090 SGP / Clear-4,0.526,0.432,0.840,IGDB v20.0,2066
Cardinal Glass Industries,,Green-5 / 0.035 SGP / E366-5 (3),tinted,uncoated,10,10.290,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Green-5 / 0.035 SGP / E366-5 (3),0.526,0.191,0.845,IGDB v37.0,18025
Cardinal Glass Industries,,Green-5 / 0.060 PVB / E366-5 (3),tinted,uncoated,10,10.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Green-5 / 0.060 PVB / E366-5 (3),0.532,0.193,0.845,IGDB v37.0,18038
Cardinal Glass Industries,,Grey-4 / .090 PVB / E270-4 (3),tinted,uncoated,10,10.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Grey-4 / .090 PVB / E270-4 (3),0.448,0.204,0.840,IGDB v58.0,18187
Cardinal Glass Industries,,Grey-4 / .090 PVB / E366-4 (3),tinted,uncoated,10,10.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Grey-4 / .090 PVB / E366-4 (3),0.377,0.149,0.840,IGDB v58.0,18188
Cardinal Glass Industries,,Grey-4 / 0.090 SGP / E366-4 (Embedded),tinted,uncoated,10,10.100,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Grey-4 / 0.090 SGP / E366-4 (Embedded),0.388,0.157,0.840,IGDB v20.0,2176
Cardinal Glass Industries,,Grey-5 / 0.035 SGP / E366-5 (3),tinted,uncoated,10,10.300,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Grey-5 / 0.035 SGP / E366-5 (3),0.348,0.139,0.845,IGDB v37.0,18028
Cardinal Glass Industries,,Grey-5 / 0.060 PVB / E366-5 (3),tinted,uncoated,10,10.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Grey-5 / 0.060 PVB / E366-5 (3),0.349,0.139,0.845,IGDB v37.0,18044
Cardinal Glass Industries,,PureVision - 10mm,clear,uncoated,10,9.500,,,,,,,,,,PureVision,0.898,0.816,0.840,IGDB v89.0,878
Cardinal Glass Industries,,R500 on 10mm Clear,clear,,10,9.400,,,,,,,,семейство покрытия не определено — проверь,R500,Clear,0.755,0.629,0.841,IGDB v82.0,18135
Cardinal Glass Industries,,Azuria-5 / .075 Vanceva Storm / E270-5 (3),tinted,uncoated,12,11.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Azuria-5 / .075 Vanceva Storm / E270-5 (3),0.569,0.202,0.840,IGDB v58.0,18145
Cardinal Glass Industries,,Azuria-5 / .075 Vanceva Storm / E366-5 (3),tinted,uncoated,12,11.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Azuria-5 / .075 Vanceva Storm / E366-5 (3),0.481,0.167,0.840,IGDB v58.0,18146
Cardinal Glass Industries,,Azuria-5 / .090 PVB / E270-5 (3),tinted,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Azuria-5 / .090 PVB / E270-5 (3),0.576,0.209,0.840,IGDB v58.0,18147
Cardinal Glass Industries,,Azuria-5 / .090 PVB / E366-5 (3),tinted,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Azuria-5 / .090 PVB / E366-5 (3),0.490,0.173,0.840,IGDB v58.0,18148
Cardinal Glass Industries,,Azuria-5 / .090 SGP / E270-5 (3),tinted,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Azuria-5 / .090 SGP / E270-5 (3),0.576,0.212,0.840,IGDB v58.0,18149
Cardinal Glass Industries,,Azuria-5 / .090 SGP / E366-5 (3),tinted,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Azuria-5 / .090 SGP / E366-5 (3),0.490,0.175,0.840,IGDB v58.0,18150
Cardinal Glass Industries,,Bronze-5 / .075 Vanceva Storm / E270-5 (3),tinted,uncoated,12,11.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Bronze-5 / .075 Vanceva Storm / E270-5 (3),0.466,0.208,0.840,IGDB v58.0,18159
Cardinal Glass Industries,,Bronze-5 / .075 Vanceva Storm / E366-5 (3),tinted,uncoated,12,11.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Bronze-5 / .075 Vanceva Storm / E366-5 (3),0.392,0.153,0.840,IGDB v58.0,18160
Cardinal Glass Industries,,Bronze-5 / .090 PVB / E270-5 (3),tinted,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Bronze-5 / .090 PVB / E270-5 (3),0.470,0.210,0.840,IGDB v58.0,18161
Cardinal Glass Industries,,Bronze-5 / .090 SGP / E270-5 (3),tinted,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Bronze-5 / .090 SGP / E270-5 (3),0.471,0.212,0.840,IGDB v58.0,18162
Cardinal Glass Industries,,Bronze-5 / 0.090 PVB / E366-5 (3),tinted,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Bronze-5 / 0.090 PVB / E366-5 (3),0.390,0.151,0.845,IGDB v37.0,18033
Cardinal Glass Industries,,Bronze-5 / 0.090 SGP / E366-5 (Embedded),tinted,uncoated,12,11.700,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Bronze-5 / 0.090 SGP / E366-5 (Embedded),0.395,0.153,0.840,IGDB v20.0,2181
Cardinal Glass Industries,,Bronze-6 / 0.035 SGP / E366-6 (3),tinted,uncoated,12,12.300,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Bronze-6 / 0.035 SGP / E366-6 (3),0.361,0.140,0.845,IGDB v80.0,18023
Cardinal Glass Industries,,Bronze-6 / 0.060 PVB / E366-6 (3),tinted,uncoated,12,12.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Bronze-6 / 0.060 PVB / E366-6 (3),0.367,0.140,0.845,IGDB v37.0,18034
Cardinal Glass Industries,,Bronze-6 / 0.090 SGP / E366-4 (3),tinted,uncoated,12,11.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Bronze-6 / 0.090 SGP / E366-4 (3),0.358,0.136,0.845,IGDB v39.0,18128
Cardinal Glass Industries,,CG3-15CPVB_10181,,uncoated,12,11.700,,,,,,,,"похоже на лабораторный код, не товар",,CG3-15CPVB_10181,0.144,0.054,0.845,IGDB v82.0,18252
Cardinal Glass Industries,,CG3-15CSGP_10181,,uncoated,12,11.700,,,,,,,,"похоже на лабораторный код, не товар",,CG3-15CSGP_10181,0.142,0.054,0.845,IGDB v82.0,18255
Cardinal Glass Industries,,CG3-15iPVB_10181,,uncoated,12,11.700,,,,,,,,"похоже на лабораторный код, не товар",,CG3-15iPVB_10181,0.142,0.053,0.149,IGDB v82.0,18258
Cardinal Glass Industries,,CG3-15iSGP_10181,,uncoated,12,11.700,,,,,,,,"похоже на лабораторный код, не товар",,CG3-15iSGP_10181,0.140,0.052,0.149,IGDB v82.0,18261
Cardinal Glass Industries,,Clear-5 / .060 PVB / .007 PET / .030 PVB /Clear-5,clear,uncoated,12,11.900,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-5 / .060 PVB / .007 PET / .030 PVB /Clear-5,0.853,0.640,0.840,IGDB v20.0,2096
Cardinal Glass Industries,,Clear-5 / .090 PVB / Clear-5,clear,uncoated,12,11.700,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-5 / .090 PVB / Clear-5,0.865,0.645,0.840,IGDB v20.0,2147
Cardinal Glass Industries,,Clear-5 / .090 SGP / Bronze-5,tinted,uncoated,12,11.700,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-5 / .090 SGP / Bronze-5,0.562,0.443,0.840,IGDB v64.0,2060
Cardinal Glass Industries,,Clear-5 / .090 SGP / Clear-5,clear,uncoated,12,11.680,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-5 / .090 SGP / Clear-5,0.859,0.649,0.840,IGDB v25.2,2067
Cardinal Glass Industries,,Clear-5 / .090PVB / E272-5 (Exposed),clear,uncoated,12,11.700,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-5 / .090PVB / E272-5 (Exposed),0.766,0.378,0.042,IGDB v20.0,2101
Cardinal Glass Industries,,Clear-5 / .090SGP / E272-5 (Exposed),clear,uncoated,12,11.700,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-5 / .090SGP / E272-5 (Exposed),0.762,0.381,0.042,IGDB v20.0,2102
Cardinal Glass Industries,,Clear-5 / 0.090 PVB / i89-5 (4),clear,uncoated,12,11.690,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-5 / 0.090 PVB / i89-5 (4),0.846,0.584,0.149,IGDB v93.0,18302
Cardinal Glass Industries,,Clear-5 / 0.090 SGP / i89-5 (4),clear,uncoated,12,11.690,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-5 / 0.090 SGP / i89-5 (4),0.848,0.588,0.149,IGDB v93.0,18303
Cardinal Glass Industries,,Clear-6 / .060 PVB / Clear-6,clear,uncoated,12,12.900,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-6 / .060 PVB / Clear-6,0.854,0.635,0.840,IGDB v84.0,18115
Cardinal Glass Industries,,Clear-6 / .060 PVB / E180-6 (4),clear,uncoated,12,12.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-6 / .060 PVB / E180-6 (4),0.835,0.533,0.069,IGDB v84.0,18117
Cardinal Glass Industries,,Clear-6 / .060 PVB Lavender / Clear-6,clear,uncoated,12,12.900,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-6 / .060 PVB Lavender / Clear-6,0.739,0.597,0.840,IGDB v84.0,18116
Cardinal Glass Industries,,Clear-6 / .060 PVB Lavender / E180-6 (4),clear,uncoated,12,12.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-6 / .060 PVB Lavender / E180-6 (4),0.721,0.498,0.069,IGDB v84.0,18119
Cardinal Glass Industries,,Clear-6 / .060 SGP / Clear-6,clear,uncoated,12,12.920,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-6 / .060 SGP / Clear-6,0.852,0.632,0.840,IGDB v25.2,2068
Cardinal Glass Industries,,Clear-6 / .060 Sound Control PVB / E180-6 (4),clear,uncoated,12,12.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-6 / .060 Sound Control PVB / E180-6 (4),0.836,0.531,0.069,IGDB v84.0,18118
